Date,SPX,META,AMZN,AAPL,NFLX,GOOG
2020-06-15,3066.590088,232.500000,128.634003,85.747498,425.500000,70.992500
2020-06-16,3124.739990,235.649994,130.763504,88.019997,436.130005,72.136002
2020-06-17,3113.489990,235.529999,132.048996,87.897499,447.769989,72.556000
2020-06-18,3115.340088,235.940002,132.699005,87.932503,449.869995,71.797997
2020-06-19,3097.739990,238.789993,133.750504,87.430000,453.720001,71.585999
2020-06-22,3117.860107,239.220001,135.690994,89.717499,468.040009,72.593002
2020-06-23,3131.290039,242.240005,138.220505,91.632500,466.260010,73.220497
2020-06-24,3050.330078,234.020004,136.720001,90.014999,457.850006,71.598503
2020-06-25,3083.760010,235.679993,137.729004,91.209999,465.910004,72.066498
2020-06-26,3009.050049,216.080002,134.643494,88.407501,443.399994,67.995003
2020-06-29,3053.239990,220.639999,134.018997,90.445000,447.239990,69.748497
2020-06-30,3100.290039,227.070007,137.940994,91.199997,455.040009,70.680496
2020-07-01,3115.860107,237.550003,143.934998,91.027496,485.640015,71.902000
2020-07-02,3130.010010,233.419998,144.514999,91.027496,476.890015,73.235001
2020-07-06,3179.719971,240.279999,152.852005,93.462502,493.809998,74.785004
2020-07-07,3145.320068,240.860001,150.005997,93.172501,493.160004,74.259003
2020-07-08,3169.939941,243.580002,154.055496,95.342499,502.779999,74.800003
2020-07-09,3152.050049,244.500000,159.131500,95.752502,507.760010,75.549500
2020-07-10,3185.040039,245.070007,160.000000,95.919998,548.729980,77.086998
2020-07-13,3155.219971,239.000000,155.199997,95.477501,525.500000,75.567001
2020-07-14,3197.520020,239.729996,154.199997,97.057503,524.880005,76.028999
2020-07-15,3226.560059,240.279999,150.443497,97.724998,523.260010,75.681999
2020-07-16,3215.570068,240.929993,149.994995,96.522499,527.390015,75.900002
2020-07-17,3224.729980,242.029999,148.098495,96.327499,492.989990,75.777496
2020-07-20,3251.840088,245.419998,159.841995,98.357498,502.410004,78.286003
2020-07-21,3257.300049,241.750000,156.914505,97.000000,490.100006,77.920998
2020-07-22,3276.020020,239.869995,154.995499,97.272499,489.820007,78.424500
2020-07-23,3235.659912,232.600006,149.327499,92.845001,477.579987,75.783997
2020-07-24,3215.629883,230.710007,150.445496,92.614998,480.450012,75.593498
2020-07-27,3239.409912,233.500000,152.760498,94.809998,495.649994,76.510002
2020-07-28,3218.439941,230.119995,150.016495,93.252502,488.510010,75.016998
2020-07-29,3258.439941,233.289993,151.676498,95.040001,484.480011,76.100998
2020-07-30,3246.219971,234.500000,152.593994,96.190002,485.799988,76.572502
2020-07-31,3271.120117,253.669998,158.233994,106.260002,488.880005,74.148003
2020-08-03,3294.610107,251.960007,155.594498,108.937500,498.619995,73.722504
2020-08-04,3306.510010,249.830002,156.941498,109.665001,509.640015,73.248497
2020-08-05,3327.770020,249.119995,160.251495,110.062500,502.109985,73.680496
2020-08-06,3349.159912,265.279999,161.250000,113.902496,509.079987,75.004997
2020-08-07,3351.280029,268.440002,158.373001,111.112503,494.730011,74.724503
2020-08-10,3360.469971,263.000000,157.408005,112.727501,483.380005,74.805000
2020-08-11,3333.689941,256.130005,154.033493,109.375000,466.929993,74.015999
2020-08-12,3380.350098,259.890015,158.112000,113.010002,475.470001,75.331001
2020-08-13,3373.429932,261.299988,158.050995,115.010002,481.329987,75.922501
2020-08-14,3372.850098,261.239990,157.401001,114.907501,482.679993,75.386497
2020-08-17,3381.989990,261.160004,159.120499,114.607498,482.350006,75.899002
2020-08-18,3389.780029,262.339996,165.624496,115.562500,491.869995,77.930000
2020-08-19,3374.850098,262.589996,163.024002,115.707497,484.529999,77.376503
2020-08-20,3385.510010,269.010010,164.868500,118.275002,497.899994,79.087502
2020-08-21,3397.159912,267.010010,164.235992,124.370003,492.309998,79.021004
2020-08-24,3431.280029,271.390015,165.373001,125.857498,488.809998,79.410004
2020-08-25,3443.620117,280.820007,167.324493,124.824997,490.579987,80.411003
2020-08-26,3478.729980,303.910004,172.092499,126.522499,547.530029,82.619003
2020-08-27,3484.550049,293.220001,170.000000,125.010002,526.270020,81.716499
2020-08-28,3508.010010,293.660004,170.089996,124.807503,523.890015,82.220497
2020-08-31,3500.310059,293.200012,172.548004,129.039993,529.559998,81.709000
2020-09-01,3526.649902,295.440002,174.955994,134.179993,556.549988,83.035500
2020-09-02,3580.840088,302.500000,176.572495,131.399994,552.840027,86.414001
2020-09-03,3455.060059,291.119995,168.399994,120.879997,525.750000,82.092003
2020-09-04,3426.959961,282.730011,164.731003,120.959999,516.049988,79.552002
2020-09-08,3331.840088,271.160004,157.492004,112.820000,507.019989,76.619499
2020-09-09,3398.959961,273.720001,163.430496,117.320000,500.190002,77.848000
2020-09-10,3339.189941,268.089996,158.755493,113.489998,480.670013,76.600998
2020-09-11,3340.969971,266.609985,155.811005,112.000000,482.029999,76.036003
2020-09-14,3383.540039,266.149994,155.148499,115.360001,476.260010,75.963997
2020-09-15,3401.199951,272.420013,157.806503,115.540001,495.989990,77.071999
2020-09-16,3385.489990,263.519989,153.904999,112.129997,483.859985,76.044998
2020-09-17,3357.010010,254.820007,150.436493,110.339996,470.200012,74.776497
2020-09-18,3319.469971,252.529999,147.745499,106.839996,469.959991,72.999496
2020-09-21,3281.060059,248.149994,148.023499,110.080002,487.350006,71.557999
2020-09-22,3315.570068,254.750000,156.449493,111.809998,491.170013,73.273003
2020-09-23,3236.919922,249.020004,149.992996,107.120003,470.609985,70.760498
2020-09-24,3246.590088,249.529999,150.989502,108.220001,473.079987,71.414497
2020-09-25,3298.459961,254.820007,154.756500,112.279999,482.880005,72.248001
2020-09-28,3351.600098,256.820007,158.702499,114.959999,490.649994,73.225998
2020-09-29,3335.469971,261.790009,157.244003,114.089996,493.480011,73.466499
2020-09-30,3363.000000,261.899994,157.436493,115.809998,500.029999,73.480003
2020-10-01,3380.800049,266.630005,161.063004,116.790001,527.510010,74.504501
2020-10-02,3348.419922,259.940002,156.250000,113.019997,503.059998,72.920998
2020-10-05,3408.600098,264.649994,159.960007,116.500000,520.650024,74.301003
2020-10-06,3360.969971,258.660004,154.998001,113.160004,505.869995,72.671997
2020-10-07,3419.439941,258.119995,159.784500,115.080002,534.659973,73.014503
2020-10-08,3446.830078,263.760010,159.527496,114.970001,531.789978,74.296501
2020-10-09,3477.139893,264.450012,164.332504,116.970001,539.440002,75.761002
2020-10-12,3534.219971,275.750000,172.146500,124.400002,539.809998,78.457497
2020-10-13,3511.929932,276.140015,172.181503,121.099998,554.090027,78.584000
2020-10-14,3488.669922,271.820007,168.185501,121.190002,541.450012,78.403999
2020-10-15,3483.340088,266.720001,166.932495,120.709999,541.940002,77.956497
2020-10-16,3483.810059,265.929993,163.635498,119.019997,530.789978,78.650497
2020-10-19,3426.919922,261.399994,160.360504,115.980003,530.719971,76.730499
2020-10-20,3443.120117,267.559998,160.850494,117.510002,525.419983,77.796501
2020-10-21,3435.560059,278.730011,159.246994,116.870003,489.049988,79.665497
2020-10-22,3453.489990,278.119995,158.820007,115.750000,485.230011,80.766502
2020-10-23,3465.389893,284.790009,160.220001,115.040001,488.279999,82.050003
2020-10-26,3400.969971,277.109985,160.352005,115.050003,488.239990,79.522499
2020-10-27,3390.679932,283.290009,164.316498,116.599998,488.929993,80.212997
2020-10-28,3271.030029,267.670013,158.139008,111.199997,486.239990,75.831001
2020-10-29,3310.110107,280.829987,160.550507,115.320000,504.209991,78.362000
2020-10-30,3269.959961,263.109985,151.807495,108.860001,475.739990,81.050499
2020-11-02,3310.239990,261.359985,150.223999,108.769997,484.119995,81.301498
2020-11-03,3369.159912,265.299988,152.420502,110.440002,487.220001,82.510498
2020-11-04,3443.439941,287.380005,162.057999,114.949997,496.950012,87.456497
2020-11-05,3510.449951,294.679993,166.100006,119.029999,513.760010,88.168503
2020-11-06,3509.439941,293.410004,165.568497,118.690002,514.729980,88.087502
2020-11-09,3550.500000,278.769989,157.186996,116.320000,470.500000,88.150002
2020-11-10,3545.530029,272.429993,151.751007,115.970001,480.239990,87.019501
2020-11-11,3572.659912,276.480011,156.869507,119.489998,490.760010,87.635498
2020-11-12,3537.010010,275.079987,155.514008,119.209999,486.769989,87.491997
2020-11-13,3585.149902,276.950012,156.440506,119.260002,482.839996,88.850998
2020-11-16,3626.909912,278.959991,156.552994,120.300003,479.100006,89.069000
2020-11-17,3609.530029,275.000000,156.783005,119.389999,480.630005,88.507500
2020-11-18,3567.790039,271.970001,155.272995,118.029999,481.790009,87.338997
2020-11-19,3581.870117,272.940002,155.850998,118.639999,484.670013,88.195999
2020-11-20,3557.540039,269.700012,154.970001,117.339996,488.239990,87.109497
2020-11-23,3577.590088,268.429993,154.919495,113.849998,476.619995,86.742996
2020-11-24,3635.409912,276.920013,155.903000,115.169998,482.880005,88.444000
2020-11-25,3629.649902,275.589996,159.253494,116.029999,485.000000,88.571503
2020-11-27,3638.350098,277.809998,159.766998,116.589996,491.359985,89.659500
2020-11-30,3621.629883,276.970001,158.401993,119.050003,490.700012,88.037003
2020-12-01,3662.449951,286.549988,161.003998,122.720001,504.579987,89.904999
2020-12-02,3669.010010,287.519989,160.176498,123.080002,503.380005,91.397499
2020-12-03,3666.719971,281.850006,159.336502,122.940002,497.519989,91.338501
2020-12-04,3699.120117,279.700012,158.128998,122.250000,498.309998,91.399498
2020-12-07,3691.959961,285.579987,157.899994,123.750000,515.780029,90.973999
2020-12-08,3702.250000,283.399994,158.864502,124.379997,512.659973,90.927498
2020-12-09,3672.820068,277.920013,155.210007,121.779999,493.600006,89.206497
2020-12-10,3668.100098,277.119995,155.074493,123.239998,501.089996,88.766502
2020-12-11,3663.459961,273.549988,155.820999,122.410004,503.220001,89.088501
2020-12-14,3647.489990,274.190002,157.848495,121.779999,522.419983,88.002998
2020-12-15,3694.620117,275.549988,158.255997,127.879997,519.780029,88.388496
2020-12-16,3701.169922,275.670013,162.048004,127.809998,524.830017,88.150002
2020-12-17,3722.479980,274.480011,161.804001,128.699997,532.900024,87.394997
2020-12-18,3709.409912,276.399994,160.082504,126.660004,534.450012,86.550499
2020-12-21,3694.919922,272.790009,160.309006,128.229996,528.909973,86.968498
2020-12-22,3687.260010,267.089996,160.326004,131.880005,527.330017,86.175003
2020-12-23,3690.010010,268.109985,159.263504,130.960007,514.479980,86.619003
2020-12-24,3703.060059,267.399994,158.634506,131.970001,513.969971,86.942497
2020-12-28,3735.360107,277.000000,164.197998,136.690002,519.119995,88.804497
2020-12-29,3727.040039,276.779999,166.100006,134.869995,530.869995,87.935997
2020-12-30,3732.040039,271.869995,164.292496,133.720001,524.590027,86.975998
2020-12-31,3756.070068,273.160004,162.846497,132.690002,540.729980,87.594002
2021-01-04,3700.649902,268.940002,159.331497,129.410004,522.859985,86.412003
2021-01-05,3726.860107,270.970001,160.925507,131.009995,520.799988,87.045998
2021-01-06,3748.139893,263.309998,156.919006,126.599998,500.489990,86.764503
2021-01-07,3803.790039,268.739990,158.108002,130.919998,508.890015,89.362503
2021-01-08,3824.679932,267.570007,159.134995,132.050003,510.399994,90.360497
2021-01-11,3799.610107,256.839996,155.710495,128.979996,499.100006,88.335999
2021-01-12,3801.189941,251.089996,156.041504,128.800003,494.250000,87.327499
2021-01-13,3809.840088,251.639999,158.294495,130.889999,507.790009,87.720001
2021-01-14,3795.540039,245.639999,156.373505,128.910004,500.859985,87.009003
2021-01-15,3768.250000,251.360001,155.212494,127.139999,497.980011,86.809502
2021-01-19,3798.909912,261.100006,156.037994,127.830002,501.769989,89.542999
2021-01-20,3851.850098,267.480011,163.169006,132.029999,586.340027,94.345001
2021-01-21,3853.070068,272.869995,165.349503,136.869995,579.840027,94.562500
2021-01-22,3841.469971,274.500000,164.611496,139.070007,565.169983,95.052498
2021-01-25,3855.360107,278.010010,164.699997,142.919998,556.780029,94.970001
2021-01-26,3849.620117,282.049988,166.306503,143.160004,561.929993,95.862000
2021-01-27,3750.770020,272.140015,161.628998,142.059998,523.280029,91.539497
2021-01-28,3787.379883,265.000000,161.880997,137.089996,538.599976,93.155502
2021-01-29,3714.239990,258.329987,160.309998,131.960007,532.390015,91.787003
2021-02-01,3773.860107,262.010010,167.143997,134.139999,539.039978,95.067497
2021-02-02,3826.310059,267.079987,169.000000,134.990005,548.159973,96.375504
2021-02-03,3830.169922,266.649994,165.626495,133.940002,539.450012,103.503502
2021-02-04,3871.739990,266.489990,166.550003,137.389999,552.159973,103.118500
2021-02-05,3886.830078,268.100006,167.607498,136.759995,550.789978,104.900002
2021-02-08,3915.590088,266.579987,166.147003,136.910004,547.919983,104.645500
2021-02-09,3911.229980,269.450012,165.250000,136.009995,559.070007,104.175499
2021-02-10,3909.879883,271.869995,164.328995,135.389999,563.590027,104.768997
2021-02-11,3916.379883,270.390015,163.106506,135.130005,557.590027,104.794502
2021-02-12,3934.830078,270.500000,163.885498,135.369995,556.520020,105.205498
2021-02-16,3932.590088,273.970001,163.447495,133.190002,557.280029,106.095001
2021-02-17,3931.330078,273.570007,165.432007,130.839996,551.340027,106.415497
2021-02-18,3913.969971,269.390015,166.411499,129.710007,548.219971,105.860001
2021-02-19,3906.709961,261.559998,162.494995,129.869995,540.219971,105.056999
2021-02-22,3876.500000,260.329987,159.037003,126.000000,533.780029,103.244003
2021-02-23,3881.370117,265.859985,159.725006,125.860001,546.150024,103.542999
2021-02-24,3925.429932,264.309998,157.976501,125.349998,553.409973,104.758499
2021-02-25,3829.340088,254.690002,152.858002,120.989998,546.700012,101.568001
2021-02-26,3811.149902,257.619995,154.646500,121.260002,538.849976,101.843002
2021-03-01,3901.820068,264.910004,157.307007,127.790001,550.640015,104.075500
2021-03-02,3870.290039,259.000000,154.726501,125.120003,547.820007,103.792000
2021-03-03,3819.719971,255.410004,150.250000,122.059998,520.700012,101.335503
2021-03-04,3768.469971,257.640015,148.878494,120.129997,511.290009,102.454498
2021-03-05,3841.939941,264.279999,150.022995,121.419998,516.390015,105.427002
2021-03-08,3821.350098,255.309998,147.597504,116.360001,493.329987,101.208504
2021-03-09,3875.439941,265.739990,153.142502,121.089996,506.440002,102.635002
2021-03-10,3898.810059,264.899994,152.882004,119.980003,504.540009,102.751503
2021-03-11,3939.340088,273.880005,155.679504,121.959999,523.059998,105.738503
2021-03-12,3943.340088,268.399994,154.474503,121.029999,518.020020,103.096001
2021-03-15,3968.939941,273.750000,154.084000,123.989998,520.250000,103.324501
2021-03-16,3962.709961,279.279999,154.593002,125.570000,524.030029,104.625999
2021-03-17,3974.120117,284.010010,156.786499,124.760002,524.440002,104.554001
2021-03-18,3915.459961,278.619995,151.399506,120.529999,504.790009,101.810997
2021-03-19,3913.100098,290.109985,153.748001,119.989998,512.179993,102.160004
2021-03-22,3940.590088,293.540009,155.543503,123.389999,523.109985,101.929497
2021-03-23,3910.520020,290.630005,156.875000,122.540001,535.090027,102.648003
2021-03-24,3889.139893,282.140015,154.353500,120.089996,520.809998,102.252998
2021-03-25,3909.520020,278.739990,152.313004,120.589996,502.859985,102.218002
2021-03-26,3974.540039,283.019989,152.601501,121.209999,508.049988,101.777496
2021-03-29,3971.090088,290.820007,153.786499,121.389999,513.950012,102.797501
2021-03-30,3958.550049,288.000000,152.764496,119.900002,513.390015,102.777000
2021-03-31,3972.889893,294.529999,154.703995,122.150002,521.659973,103.431503
2021-04-01,4019.870117,298.660004,158.050003,123.000000,539.419983,106.887497
2021-04-05,4077.909912,308.910004,161.336502,125.900002,540.669983,111.277496
2021-04-06,4073.939941,306.260010,161.190994,126.209999,544.530029,111.237503
2021-04-07,4079.949951,313.089996,163.969498,127.900002,546.989990,112.484001
2021-04-08,4097.169922,313.019989,164.964996,130.360001,554.580017,113.272003
2021-04-09,4128.799805,312.459991,168.610001,133.000000,555.309998,114.293999
2021-04-12,4127.990234,311.540009,168.969498,131.240005,552.780029,112.739502
2021-04-13,4141.589844,309.760010,170.000000,134.429993,553.729980,113.363503
2021-04-14,4124.660156,302.820007,166.649994,132.029999,540.020020,112.741997
2021-04-15,4170.419922,307.820007,168.954498,134.500000,549.219971,114.833000
2021-04-16,4185.470215,306.179993,169.972000,134.160004,546.539978,114.888000
2021-04-19,4163.259766,302.239990,168.600494,134.839996,554.440002,115.120003
2021-04-20,4134.939941,302.649994,166.734497,133.110001,549.570007,114.681503
2021-04-21,4173.419922,301.470001,168.100998,133.500000,508.899994,114.664497
2021-04-22,4134.979980,296.519989,165.451996,131.940002,508.779999,113.396004
2021-04-23,4180.169922,301.130005,167.044006,134.320007,505.549988,115.764999
2021-04-26,4187.620117,303.040009,170.449997,134.720001,510.299988,116.336998
2021-04-27,4186.720215,303.570007,170.871506,134.389999,505.549988,115.356003
2021-04-28,4183.180176,307.100006,172.925003,133.580002,506.519989,118.995499
2021-04-29,4211.470215,329.510010,173.565506,133.479996,509.000000,121.494499
2021-04-30,4181.169922,325.079987,173.371002,131.460007,513.469971,120.505997
2021-05-03,4192.660156,322.579987,169.324493,132.539993,509.109985,119.758499
2021-05-04,4164.660156,318.359985,165.593506,127.849998,503.179993,117.712502
2021-05-05,4167.589844,315.019989,163.526993,128.100006,496.079987,117.836998
2021-05-06,4201.620117,320.019989,165.318497,129.740005,499.549988,119.067497
2021-05-07,4232.600098,319.079987,164.580505,130.210007,503.839996,119.934502
2021-05-10,4188.430176,305.970001,159.524506,126.849998,486.690002,117.083000
2021-05-11,4152.100098,306.529999,161.195496,125.910004,495.079987,115.438004
2021-05-12,4063.040039,302.549988,157.597000,122.769997,484.980011,111.954002
2021-05-13,4112.500000,305.260010,158.073502,124.970001,486.660004,113.098503
2021-05-14,4173.850098,315.940002,161.145004,127.449997,493.369995,115.807999
2021-05-17,4163.290039,315.459991,163.519501,126.269997,488.940002,116.070503
2021-05-18,4127.830078,309.959991,161.613998,124.849998,486.279999,115.171501
2021-05-19,4115.680176,313.589996,161.589996,124.690002,487.700012,115.435501
2021-05-20,4159.120117,318.609985,162.384003,127.309998,501.670013,117.804497
2021-05-21,4155.859863,316.230011,160.154007,125.430000,497.890015,117.254997
2021-05-24,4197.049805,324.630005,162.249496,127.099998,502.899994,120.333504
2021-05-25,4188.129883,327.790009,162.952499,126.900002,501.339996,120.453499
2021-05-26,4195.990234,327.660004,163.257996,126.849998,502.359985,121.676498
2021-05-27,4200.879883,332.750000,161.505493,125.279999,503.859985,120.125504
2021-05-28,4204.109863,328.730011,161.153503,124.610001,502.809998,120.578003
2021-06-01,4202.040039,329.130005,160.932495,124.279999,499.079987,121.490501
2021-06-02,4208.120117,329.149994,161.699493,125.059998,499.239990,121.064003
2021-06-03,4192.850098,326.040009,159.350494,123.540001,489.429993,120.230499
2021-06-04,4229.890137,330.350006,160.311005,125.889999,494.739990,122.587997
2021-06-07,4226.520020,336.579987,159.900497,125.900002,494.660004,123.304497
2021-06-08,4227.259766,333.679993,163.205505,126.739998,492.390015,124.142502
2021-06-09,4219.549805,330.250000,164.057495,127.129997,485.809998,124.570000
2021-06-10,4239.180176,332.459991,167.482498,126.110001,487.269989,126.080002
2021-06-11,4247.439941,331.260010,167.341507,127.349998,488.769989,125.696503
2021-06-14,4255.149902,336.769989,169.193497,130.479996,499.890015,126.351997
2021-06-15,4246.589844,336.750000,169.156494,129.639999,491.899994,126.032997
2021-06-16,4223.700195,331.079987,170.762497,130.149994,492.410004,125.696503
2021-06-17,4221.859863,336.510010,174.462006,131.789993,498.339996,126.371002
2021-06-18,4166.450195,329.660004,174.345001,130.460007,500.769989,125.567497
2021-06-21,4224.790039,332.290009,172.697998,132.300003,497.000000,126.455002
2021-06-22,4246.439941,339.029999,175.272003,133.979996,508.820007,126.999496
2021-06-23,4241.839844,340.589996,175.190994,133.699997,512.739990,126.461502
2021-06-24,4266.490234,343.179993,172.453995,133.410004,518.059998,127.281998
2021-06-25,4280.700195,341.369995,170.072998,133.110001,527.070007,126.995003
2021-06-28,4290.609863,355.640015,172.194504,134.779999,533.030029,126.819504
2021-06-29,4291.799805,351.890015,172.406998,136.330002,533.500000,126.018501
2021-06-30,4297.500000,347.709991,172.007996,136.960007,528.210022,125.316002
2021-07-01,4319.939941,354.390015,171.648499,137.270004,533.539978,126.368500
2021-07-02,4352.339844,354.700012,175.548996,139.960007,533.979980,128.718994
2021-07-06,4343.540039,352.779999,183.787003,142.020004,541.640015,129.770996
2021-07-07,4358.129883,350.489990,184.828995,144.570007,535.960022,130.077499
2021-07-08,4320.819824,345.649994,186.570496,143.240005,530.760010,129.177002
2021-07-09,4369.549805,350.420013,185.966995,145.110001,535.979980,129.574493
2021-07-12,4384.629883,353.160004,185.927505,144.500000,537.309998,130.563995
2021-07-13,4369.209961,352.089996,183.867996,145.639999,540.679993,130.994507
2021-07-14,4374.299805,347.630005,184.084000,149.149994,547.950012,132.082504
2021-07-15,4360.029785,344.459991,181.559998,148.479996,542.950012,131.266495
2021-07-16,4327.160156,341.160004,178.681503,146.389999,530.309998,131.845505
2021-07-19,4258.490234,336.950012,177.479507,142.449997,532.280029,129.253998
2021-07-20,4323.060059,341.660004,178.659500,146.149994,531.049988,131.101501
2021-07-21,4358.689941,346.230011,179.259995,145.399994,513.630005,132.600494
2021-07-22,4367.479980,351.190002,181.901505,146.800003,511.769989,133.328506
2021-07-23,4411.790039,369.790009,182.832001,148.559998,515.409973,137.815994
2021-07-26,4422.299805,372.459991,184.990997,148.990005,516.489990,139.644501
2021-07-27,4401.459961,367.809998,181.319504,146.770004,518.909973,136.796494
2021-07-28,4400.640137,373.279999,181.516006,144.979996,519.299988,136.381500
2021-07-29,4419.149902,358.320007,179.996002,145.639999,514.250000,136.540497
2021-07-30,4395.259766,356.299988,166.379501,145.860001,517.570007,135.220993
2021-08-02,4387.160156,351.950012,166.574005,145.520004,515.150024,135.989502
2021-08-03,4423.149902,351.239990,168.311996,147.360001,510.820007,136.279999
2021-08-04,4402.660156,358.920013,167.735992,146.949997,517.349976,136.028503
2021-08-05,4429.100098,362.970001,168.799500,147.059998,524.890015,136.940002
2021-08-06,4436.520020,363.510010,167.246994,146.139999,520.549988,137.035995
2021-08-09,4432.350098,361.609985,167.093506,146.089996,519.969971,138.001999
2021-08-10,4436.750000,361.130005,166.033997,145.600006,515.840027,138.096497
2021-08-11,4442.410156,359.959991,164.605499,145.860001,512.400024,137.689499
2021-08-12,4460.830078,362.649994,165.175003,148.889999,510.720001,138.389496
2021-08-13,4468.000000,363.179993,164.698502,149.100006,515.919983,138.406006
2021-08-16,4479.709961,366.559998,164.949493,151.119995,517.919983,138.916000
2021-08-17,4448.080078,358.450012,162.098007,150.190002,518.909973,137.300507
2021-08-18,4400.270020,355.450012,160.061005,146.360001,521.869995,136.570007
2021-08-19,4405.799805,355.119995,159.387497,146.699997,543.710022,136.913498
2021-08-20,4441.669922,359.369995,159.997498,148.190002,546.880005,138.436996
2021-08-23,4479.529785,363.350006,163.293503,149.710007,553.330017,141.099503
2021-08-24,4486.229980,365.510010,165.289001,149.619995,553.409973,142.398499
2021-08-25,4496.189941,368.390015,164.959000,148.360001,547.580017,142.949997
2021-08-26,4470.000000,364.380005,165.800003,147.539993,550.119995,142.123001
2021-08-27,4509.370117,372.630005,167.481506,148.600006,558.919983,144.550507
2021-08-30,4528.790039,380.660004,171.078506,153.119995,566.179993,145.469498
2021-08-31,4522.680176,379.380005,173.539505,151.830002,569.190002,145.462006
2021-09-01,4524.089844,382.049988,173.949997,152.509995,582.070007,145.841995
2021-09-02,4536.950195,375.279999,173.156006,153.649994,588.549988,144.218994
2021-09-03,4535.430176,376.260010,173.902496,154.300003,590.530029,144.774994
2021-09-07,4520.029785,382.179993,175.464493,156.690002,606.710022,145.518997
2021-09-08,4514.069824,377.570007,176.274994,155.110001,606.049988,144.883499
2021-09-09,4493.279785,378.000000,174.207993,154.070007,597.539978,144.913498
2021-09-10,4458.580078,378.690002,173.457504,148.970001,598.719971,141.921005
2021-09-13,4468.729980,376.510010,172.858505,149.550003,589.289978,143.464996
2021-09-14,4443.049805,376.529999,172.500000,148.119995,577.760010,143.406006
2021-09-15,4480.700195,373.920013,173.789505,149.029999,582.869995,145.205994
2021-09-16,4473.750000,373.059998,174.412003,148.789993,586.500000,144.373505
2021-09-17,4432.990234,364.720001,173.126007,146.059998,589.349976,141.463501
2021-09-20,4357.729980,355.700012,167.786499,142.940002,575.429993,139.016998
2021-09-21,4354.189941,357.480011,167.181503,143.429993,573.140015,139.646500
2021-09-22,4395.640137,343.209991,169.002502,145.850006,590.650024,140.938507
2021-09-23,4448.979980,345.959991,170.800003,146.830002,593.260010,141.826508
2021-09-24,4455.479980,352.959991,171.276001,146.919998,592.390015,142.632996
2021-09-27,4443.109863,353.579987,170.289993,145.369995,592.640015,141.501007
2021-09-28,4352.629883,340.649994,165.798004,141.910004,583.849976,136.184006
2021-09-29,4359.459961,339.609985,165.056000,142.830002,599.059998,134.520996
2021-09-30,4307.540039,339.390015,164.251999,141.500000,610.340027,133.265503
2021-10-01,4357.040039,343.010010,164.162994,142.649994,613.150024,136.462494
2021-10-04,4300.459961,326.230011,159.488998,139.139999,603.349976,133.764999
2021-10-05,4345.720215,332.959991,161.050003,141.110001,634.809998,136.177002
2021-10-06,4363.549805,333.640015,163.100494,142.000000,639.099976,137.354004
2021-10-07,4399.759766,329.220001,165.121506,143.289993,631.849976,139.185501
2021-10-08,4391.339844,330.049988,164.431000,142.899994,632.659973,140.056000
2021-10-11,4361.189941,325.450012,162.315002,142.809998,627.039978,138.847504
2021-10-12,4350.649902,323.769989,162.366501,141.509995,624.940002,136.712997
2021-10-13,4363.799805,324.540009,164.214005,140.910004,629.760010,137.899994
2021-10-14,4438.259766,328.529999,164.992996,143.759995,633.799988,141.412003
2021-10-15,4471.370117,324.760010,170.451004,144.839996,628.289978,141.675003
2021-10-18,4486.459961,335.339996,172.337006,146.550003,637.969971,142.960495
2021-10-19,4519.629883,339.989990,172.207504,148.759995,639.000000,143.822006
2021-10-20,4536.189941,340.779999,170.753006,149.259995,625.140015,142.414993
2021-10-21,4549.779785,341.880005,171.750504,149.479996,653.159973,142.780502
2021-10-22,4544.899902,324.609985,166.777496,148.690002,664.780029,138.625000
2021-10-25,4566.479980,328.690002,166.018494,148.639999,671.659973,138.772995
2021-10-26,4574.790039,315.809998,168.803497,149.320007,668.520020,139.671997
2021-10-27,4551.680176,312.220001,169.624496,148.850006,662.919983,146.427505
2021-10-28,4596.419922,316.920013,172.328506,152.570007,674.049988,146.128998
2021-10-29,4605.379883,323.570007,168.621506,149.800003,690.309998,148.270493
2021-11-01,4613.669922,329.980011,165.905502,148.960007,681.169983,143.774002
2021-11-02,4630.649902,328.079987,165.637497,150.020004,677.719971,145.863007
2021-11-03,4660.569824,331.619995,169.199997,151.490005,688.289978,146.789993
2021-11-04,4680.060059,335.850006,173.850006,150.960007,668.400024,148.682999
2021-11-05,4697.529785,341.130005,175.949493,151.279999,645.719971,149.240997
2021-11-08,4701.700195,338.619995,174.449005,150.440002,651.450012,149.351501
2021-11-09,4685.250000,335.369995,178.811493,150.809998,655.989990,149.248505
2021-11-10,4646.709961,327.640015,174.102493,147.919998,646.909973,146.626007
2021-11-11,4649.270020,327.739990,173.625000,147.869995,657.580017,146.748001
2021-11-12,4682.850098,340.890015,176.257507,149.990005,682.609985,149.645493
2021-11-15,4682.799805,347.559998,177.283997,150.000000,679.330017,149.388000
2021-11-16,4700.899902,342.959991,177.035004,151.000000,687.400024,149.076004
2021-11-17,4688.669922,340.769989,177.449997,153.490005,691.690002,149.061996
2021-11-18,4704.540039,338.690002,184.802994,157.869995,682.020020,150.709000
2021-11-19,4697.959961,345.299988,183.828506,160.550003,678.799988,149.952499
2021-11-22,4682.939941,341.010010,178.628494,161.020004,659.200012,147.078506
2021-11-23,4690.700195,337.250000,179.001999,161.410004,654.059998,146.757004
2021-11-24,4701.459961,341.059998,179.020493,161.940002,658.289978,146.717499
